STT,Miền,Vùng,Khu vực,Mã NPP,Tên NPP,Mã NV,Tên NV,Mã KH,Tên KH,Số nhà/Khu,Tên đường/Xã/Phường,TP (Tx)/Quận (Huyện),Mã đơn hàng,Trạng thái,Loại đơn,Mã sản phẩm,Tên sản phẩm,Ngày lấy đơn,Số lượng (Lẻ),Hàng bán (Thùng),Hàng bán (Hộp/bịch),Hàng KM (Thùng),Hàng KM (hộp/bịch),Đơn giá lẻ,Đơn giá thùng,Thành tiền,Chiết khấu (Lì xì),"Mã CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Tên CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Số lượng/Điểm trả thưởng 
 (Game/Voucher/Loyalty)","Mã chương trình 
 (Game/Voucher/Loyalty)"," Tên chương trình 
 (Game/Voucher/Loyalty)"
56,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005231,Đã duyệt,Đơn bán,FANC03,Fa.10h,01/03/2024 15:39:51,1,,,0,1,19636,196363,0,,KM2795WCM - N1,KM WCM TỪ 01/03-27/03/2024 - MUA 10 HỘP FA.10H TẶNG 1 HỘP,,,
57,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005231,Đã duyệt,Đơn bán,FACA04,Ca.10h,01/03/2024 15:39:51,1,,,0,1,19636,196363,0,,KM2795WCM - N2,KM WCM TỪ 01/03-27/03/2024 - MUA 10 HỘP CA.10H TẶNG 1 HỘP,,,
58,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FACA06,Cl.40b,28/03/2024 23:48:03,40,1,0,,,3780,151200,151200,21168,KM3612WCM,KM WCM TỪ 28/03-21/04/2024,,,
59,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FANC05,Fl.40b,28/03/2024 23:48:03,40,1,0,,,3682,147273,147273,20618,KM3612WCM,KM WCM TỪ 28/03-21/04/2024,,,
60,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FAGS02,Gn.36h,28/03/2024 23:48:03,36,1,0,,,5700,205200,205200,34884,KM3612WCM,KM WCM TỪ 28/03-21/04/2024,,,
61,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FAGS01,Gl.36h,28/03/2024 23:48:03,36,1,0,,,5700,205200,205200,34884,KM3612WCM,KM WCM TỪ 28/03-21/04/2024,,,
62,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FACA02,Ca.40b,28/03/2024 23:48:03,40,1,0,,,3780,151200,151200,0,,,,,
63,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FANC02,Fa.40b,28/03/2024 23:48:03,40,1,0,,,3682,147273,147273,0,,,,,
64,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FACA02,Ca.40b,28/03/2024 23:48:03,5,,,0,5,3780,151200,0,,KM3612N080324 - N3,KM WCM TỪ 28/03-21/04/2024 - MUA 8 BỊCH CA.40B TẶNG 1 BỊCH,,,
65,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005376,Đã duyệt,Đơn bán,FANC02,Fa.40b,28/03/2024 23:48:03,5,,,0,5,3682,147273,0,,KM3612N080324 - N4,KM WCM TỪ 28/03-21/04/2024 - MUA 8 BỊCH FA.40B TẶNG 1 BỊCH,,,
66,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005438,Đã duyệt,Đơn bán,FACA05,Cl.36h,15/04/2024 20:40:54,36,1,0,,,4555,163963,163963,22955,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
67,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005438,Đã duyệt,Đơn bán,FACA01,Ca.36h,15/04/2024 20:40:54,72,2,0,,,4555,163963,327926,39351,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
68,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005438,Đã duyệt,Đơn bán,FANC04,Fl.36h,15/04/2024 20:40:54,36,1,0,,,4391,158073,158073,22130,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
69,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005438,Đã duyệt,Đơn bán,FANC01,Fa.36h,15/04/2024 20:40:54,36,1,0,,,4391,158073,158073,18969,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
70,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005438,Đã duyệt,Đơn bán,FANC09,Fc.36h,15/04/2024 20:40:54,36,1,0,,,4391,158073,158073,23711,KM5276CKWCM,KM WCM TỪ 08/04-08/05/2024,,,
71,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FAGS01,Gl.36h,03/06/2024 15:33:58,36,1,0,,,5700,205200,205200,34884,KM8228CKWCM,KM WCM TỪ 03/06-30/06/2024,,,
72,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACA01,Ca.36h,03/06/2024 15:33:58,36,1,0,,,4555,163963,163963,19676,KM8228CKWCM,KM WCM TỪ 03/06-30/06/2024,,,
73,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FANC01,Fa.36h,03/06/2024 15:33:58,36,1,0,,,4391,158073,158073,18969,KM8228CKWCM,KM WCM TỪ 03/06-30/06/2024,,,
74,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACP01,Cp.36h,03/06/2024 15:33:58,72,2,0,,,5700,205200,410400,0,,,,,
75,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACA14,Cs.36h,03/06/2024 15:33:58,72,2,0,,,4555,163963,327926,0,,,,,
76,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACA05,Cl.36h,03/06/2024 15:33:58,72,2,0,,,4555,163963,327926,0,,,,,
77,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACA05,Cl.36h,03/06/2024 15:33:58,12,,,0,12,4555,163963,0,,KM8228WCM - N1,KM WCM TỪ 03/06-30/06/2024 - MUA 6 LỐC CI.36H TẶNG 1 LỐC,,,
78,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACP01,Cp.36h,03/06/2024 15:33:58,12,,,0,12,5700,205200,0,,KM8228WCM - N2,KM WCM TỪ 03/06-30/06/2024 - MUA 6 LỐC CP.36H TẶNG 1 LỐC,,,
79,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005625,Đã duyệt,Đơn bán,FACA14,Cs.36h,03/06/2024 15:33:58,12,,,0,12,4555,163963,0,,KM8228WCM - N3,KM WCM TỪ 03/06-30/06/2024 - MUA 6 LỐC CS.36H TẶNG 1 LỐC,,,
80,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005682,Đã duyệt,Đơn bán,FANC04,Fl.36h,11/06/2024 20:11:48,36,1,0,,,4391,158073,158073,18969,KM7529CKWCM,KM WCM TỪ 09/05-30/06/2024,,,
81,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005682,Đã duyệt,Đơn bán,FANC02,Fa.40b,11/06/2024 20:11:48,40,1,0,,,3682,147273,147273,17673,KM8000CKWCM,KM WCM TỪ 20/05-16/06/2024,,,
82,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005682,Đã duyệt,Đơn bán,FAGS02,Gn.36h,11/06/2024 20:11:48,36,1,0,,,5700,205200,205200,34884,KM8228CKWCM,KM WCM TỪ 03/06-30/06/2024,,,
83,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005682,Đã duyệt,Đơn bán,FACA02,Ca.40b,11/06/2024 20:11:48,40,1,0,,,3780,151200,151200,0,,,,,
84,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA04,Ca.10h,19/06/2024 23:11:54,10,1,0,,,19636,196363,196363,0,,,,,
85,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA06,Cl.40b,19/06/2024 23:11:54,40,1,0,,,3780,151200,151200,0,,,,,
86,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA02,Ca.40b,19/06/2024 23:11:54,40,1,0,,,3780,151200,151200,0,,,,,
87,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC05,Fl.40b,19/06/2024 23:11:54,40,1,0,,,3682,147273,147273,0,,,,,
88,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC02,Fa.40b,19/06/2024 23:11:54,40,1,0,,,3682,147273,147273,0,,,,,
89,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC03,Fa.10h,19/06/2024 23:11:54,10,1,0,,,19636,196363,196363,0,,,,,
90,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC03,Fa.10h,19/06/2024 23:11:54,2,,,0,2,19636,196363,0,,KM9138WCM - N1,KM WCM TỪ 17/06-14/07/2024 - MUA 5 HỘP FA.10H TẶNG 1 HỘP,,,
91,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA04,Ca.10h,19/06/2024 23:11:54,2,,,0,2,19636,196363,0,,KM9138WCM - N2,KM WCM TỪ 17/06-14/07/2024 - MUA 5 HỘP CA.10H TẶNG 1 HỘP,,,
92,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA02,Ca.40b,19/06/2024 23:11:54,5,,,0,5,3780,151200,0,,KM9138WCM - N3,KM WCM TỪ 17/06-14/07/2024 - MUA 8 bịch Ca.40b tặng 1 bịch,,,
93,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FACA06,Cl.40b,19/06/2024 23:11:54,8,,,0,8,3780,151200,0,,KM9138WCM - N4,KM WCM TỪ 17/06-14/07/2024 - MUA 5 bịch Cl.40b tặng 1 bịch,,,
94,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC02,Fa.40b,19/06/2024 23:11:54,5,,,0,5,3682,147273,0,,KM9138WCM - N5,KM WCM TỪ 17/06-14/07/2024 - MUA 8 bịch Fa.40b tặng 1 bịch,,,
95,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005680,VM BIÊN HÒA,,1096 Phạm Văn Thuận-Phường Tân Mai,Biên Hòa-Tỉnh Đồng Nai,IN005729,Đã duyệt,Đơn bán,FANC05,Fl.40b,19/06/2024 23:11:54,8,,,0,8,3682,147273,0,,KM9138WCM - N6,KM WCM TỪ 17/06-14/07/2024 - MUA 5 bịch Fl.40b tặng 1 bịch,,,
96,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FACA04,Ca.10h,24/04/2024 19:52:56,20,2,0,,,19636,196363,392726,58909,KM4106CKLIT,KM CO.OP SP 1 LÍT TỪ 28/03-24/04/2024,,,
97,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FANC03,Fa.10h,24/04/2024 19:52:56,20,2,0,,,19636,196363,392726,58909,KM4106CKLIT,KM CO.OP SP 1 LÍT TỪ 28/03-24/04/2024,,,
98,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FANC05,Fl.40b,24/04/2024 19:52:56,120,3,0,,,3682,147273,441819,61855,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
99,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,VEYO03,Vp.30h,24/04/2024 19:52:56,60,2,0,,,7495,224837,449674,76445,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
100,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FACA06,Cl.40b,24/04/2024 19:52:56,160,4,0,,,3780,151200,604800,84672,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
101,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,VEYO02,Vs.30h,24/04/2024 19:52:56,60,2,0,,,7495,224837,449674,76445,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
102,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FANC04,Fl.36h,24/04/2024 19:52:56,360,10,0,,,4391,158073,1580730,237110,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
103,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FANC01,Fa.36h,24/04/2024 19:52:56,108,3,0,,,4391,158073,474219,56906,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
104,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,CM005481,Đã duyệt,Đơn trả,FACA02,Ca.40b,24/04/2024 19:52:56,200,5,0,,,3780,151200,756000,90720,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
105,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,IN005140,Đã duyệt,Đơn bán,FANC01,Fa.36h,16/01/2024 09:25:45,180,5,0,,,4391,158073,790365,0,,,,,
106,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,IN005140,Đã duyệt,Đơn bán,FANC02,Fa.40b,16/01/2024 09:25:45,80,2,0,,,3682,147273,294546,0,,,,,
107,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,IN005140,Đã duyệt,Đơn bán,FACA05,Cl.36h,16/01/2024 09:25:45,180,5,0,,,4555,163963,819815,0,,,,,
108,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,IN005140,Đã duyệt,Đơn bán,FANC04,Fl.36h,16/01/2024 09:25:45,180,5,0,,,4391,158073,790365,0,,,,,
109,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61005681,Coopmart Biên Hòa,,Phạm Văn Thuận-Phường Thống Nhất,Biên Hòa-Tỉnh Đồng Nai,IN005140,Đã duyệt,Đơn bán,FACA06,Cl.40b,16/01/2024 09:25:45,80,2,0,,,3780,151200,302400,0,,,,,
